symbol,name,market cap,country,ipo year,sector,industry
amx,America Movil S.A.B. de C.V. American Depository Receipt Series L,49246910880,Mexico,,Public Utilities,Telecommunications Equipment
amyt,Amryt Pharma plc American Depositary Shares,482764293,United Kingdom,,Health Care,Major Pharmaceuticals
amzn,Amazon.com Inc. Common Stock,1.65937E+12,United States,1997,Consumer Services,Catalog/Specialty Distribution
an,AutoNation Inc. Common Stock,6133857186,United States,,Consumer Durables,Automotive Aftermarket
anab,AnaptysBio Inc. Common Stock,596455627,United States,2017,Health Care,Major Pharmaceuticals
anat,American National Group Inc. Common Stock,2581171200,United States,,Finance,Life Insurance
ancn,Anchiano Therapeutics Ltd. American Depositary Share,14951038,Israel,2019,Health Care,Major Pharmaceuticals
anda,Andina Acquisition Corp. III Ordinary Shares,47266137,United States,2019,Finance,Business Services
ande,Andersons Inc. (The) Common Stock,810281696,United States,,Consumer Services,Farming/Seeds/Milling
anet,Arista Networks Inc. Common Stock,22060613058,,2014,Technology,Computer Communications Equipment
anf,Abercrombie & Fitch Company Common Stock,1288991284,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
angi,ANGI Homeservices Inc. Class A Common Stock,6549843590,United States,,Consumer Services,Advertising
ango,AngioDynamics Inc. Common Stock,547662916,United States,2004,Health Care,Medical/Dental Instruments
anh,Anworth Mortgage Asset Corporation Common Stock,266943775,United States,,Consumer Services,Real Estate Investment Trusts
anik,Anika Therapeutics Inc. Common Stock,625367631,United States,,Health Care,Medical/Dental Instruments
anip,ANI Pharmaceuticals Inc.,350979071,United States,,Health Care,Major Pharmaceuticals
anix,Anixa Biosciences Inc. Common Stock,73033415,United States,,Health Care,Major Pharmaceuticals
annx,Annexon Inc. Common Stock,1116110327,United States,2020,Health Care,Major Pharmaceuticals
anpc,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,61495466,China,2020,Health Care,Medical Specialities
anss,ANSYS Inc. Common Stock,31217162482,United States,1996,Technology,Computer Software: Prepackaged Software
ante,AirNet Technology Inc. American Depositary Shares,20483358,China,,Technology,Advertising
antm,Anthem Inc. Common Stock,78453774590,United States,,Health Care,Medical Specialities
anvs,Annovis Bio Inc. Common Stock,49428680,United States,2020,Health Care,Major Pharmaceuticals
any,Sphere 3D Corp. Common Shares,11486092,Canada,,Technology,EDP Services
aod,Aberdeen Total Dynamic Dividend Fund Common Stock,938335891,United States,2007,,
aon,Aon plc Class A Ordinary Shares (Ireland),47314439382,United States,,Finance,Specialty Insurers
aone,one Class A Ordinary Shares,290518750,United States,2020,Finance,Business Services
aos,A.O. Smith Corporation Common Stock,8867809709,United States,,Consumer Durables,Consumer Electronics/Appliances
aosl,Alpha and Omega Semiconductor Limited Common Shares,598701927,Bermuda,2010,Technology,Semiconductors
aout,American Outdoor Brands Inc. Common Stock ,236614095,United States,,Capital Goods,Ordnance And Accessories
ap,Ampco-Pittsburgh Corporation Common Stock,101263922,United States,,Capital Goods,Fluid Controls
apa,Apache Corporation Common Stock,5448897557,United States,,Energy,Oil & Gas Production
apam,Artisan Partners Asset Management Inc. Class A Common Stock,3908718350,United States,2013,Finance,Investment Managers
apd,Air Products and Chemicals Inc. Common Stock,59930821961,United States,,Basic Industries,Major Chemicals
apdn,Applied DNA Sciences Inc. Common Stock,29842003,United States,,Consumer Services,Other Consumer Services
apei,American Public Education Inc. Common Stock,440128592,United States,2007,Consumer Services,Other Consumer Services
apen,Apollo Endosurgery Inc. Common Stock,88695426,United States,,Health Care,Medical/Dental Instruments
apg,APi Group Corporation Common Stock,3034221907,,2020,Basic Industries,Engineering & Construction
aph,Amphenol Corporation Common Stock,38834774001,United States,,Capital Goods,Electrical Products
apha,Aphria Inc. Common Shares,2042951220,Canada,,Consumer Durables,Specialty Chemicals
api,Agora Inc. American Depositary Shares,15677468196,China,2020,Technology,Computer Software: Prepackaged Software
aple,Apple Hospitality REIT Inc. Common Shares,2933715332,United States,2015,Consumer Services,Real Estate Investment Trusts
apls,Apellis Pharmaceuticals Inc. Common Stock,4286709898,United States,2017,Health Care,Major Pharmaceuticals
aplt,Applied Therapeutics Inc. Common Stock,467639644,United States,2019,Health Care,Major Pharmaceuticals
apm,Aptorum Group Limited Class A Ordinary Shares,82309098,Hong Kong,2018,Health Care,Major Pharmaceuticals
apo,Apollo Global Management Inc. Class A Common Stock,11239433226,United States,2011,Finance,Investment Managers
apog,Apogee Enterprises Inc. Common Stock,845133907,United States,,Capital Goods,Auto Parts:O.E.M.
apop,Cellect Biotechnology Ltd. American Depositary Shares,8896826,Israel,2016,Health Care,Medical/Dental Instruments
appf,AppFolio Inc. Class A Common Stock,6156760518,United States,2015,Technology,Computer Software: Prepackaged Software
appn,Appian Corporation Class A Common Stock,11195213919,United States,2017,Technology,Computer Software: Prepackaged Software
apps,Digital Turbine Inc. Common Stock,5004317160,United States,,Miscellaneous,Multi-Sector Companies
apre,Aprea Therapeutics Inc. Common stock,111654578,United States,2019,Health Care,Major Pharmaceuticals
aprn,Blue Apron Holdings Inc. Class A Common Stock,105937978,United States,2017,Consumer Services,Catalog/Specialty Distribution
apsg,Apollo Strategic Growth Capital Class A Ordinary Shares,1077862140,United States,2020,Finance,Business Services
apt,Alpha Pro Tech Ltd. Common Stock,153022313,Canada,,Health Care,Industrial Specialties
apto,Aptose Biosciences Inc. Common Shares,366556783,Canada,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
apts,Preferred Apartment Communities Inc. Common Stock,376749190,United States,2011,Consumer Services,Real Estate Investment Trusts
aptv,Aptiv PLC Ordinary Shares,34968285933,United Kingdom,2011,Capital Goods,Auto Parts:O.E.M.
aptx,Aptinyx Inc. Common Stock,223928679,United States,2018,Health Care,Major Pharmaceuticals
apvo,Aptevo Therapeutics Inc. Common Stock,159430615,United States,,Health Care,Major Pharmaceuticals
apwc,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),29574092,Taiwan,,Basic Industries,Telecommunications Equipment
apxt,Apex Technology Acquisition Corporation Class A Common Stock,686669600,United States,2019,Finance,Business Services
apyx,Apyx Medical Corporation Common Stock,250205828,United States,,Health Care,Medical/Dental Instruments
aqb,AquaBounty Technologies Inc. Common Stock,518699685,United States,,,
aqms,Aqua Metals Inc. Common Stock,184542197,United States,2015,Basic Industries,Metal Fabrications
aqn,Algonquin Power & Utilities Corp. Common Shares,9833105725,,2016,Public Utilities,Electric Utilities: Central
aqst,Aquestive Therapeutics Inc. Common Stock,177993286,United States,2018,Health Care,Major Pharmaceuticals
aqua,Evoqua Water Technologies Corp. Common Stock,3163894182,United States,2017,Technology,Industrial Machinery/Components
ar,Antero Resources Corporation Common Stock,1473880556,,2013,Energy,Oil & Gas Production
ara,American Renal Associates Holdings Inc Common Stock,395866161,United States,2016,Health Care,Misc Health and Biotechnology Services
arav,Aravive Inc. Common Stock,94546471,United States,2014,Health Care,Major Pharmaceuticals
aray,Accuray Incorporated Common Stock,375777367,United States,2007,Health Care,Medical/Dental Instruments
arc,ARC Document Solutions Inc. Common Stock,61408224,United States,2004,Consumer Services,Professional Services
arcb,ArcBest Corporation Common Stock,1085171195,United States,,Transportation,Trucking Freight/Courier Services
arcc,Ares Capital Corporation Common Stock,7072538899,United States,2004,,
arce,Arco Platform Limited Class A Common Shares,2084500483,Brazil,2018,Consumer Services,Other Consumer Services
arch,Arch Resources Inc. Class A Common Stock,654362885,United States,2016,Energy,Coal Mining
arco,Arcos Dorados Holdings Inc. Class A Shares,1049799975,Argentina,2011,Consumer Services,Restaurants
arct,Arcturus Therapeutics Holdings Inc. Common Stock,1056876575,Israel,2013,Health Care,Major Pharmaceuticals
ard,Ardagh Group S.A. Common Shares,4129209200,,2017,Consumer Durables,Containers/Packaging
ardc,Ares Dynamic Credit Allocation Fund Inc. Common Shares,327019094,United States,2012,,
ards,Aridis Pharmaceuticals Inc. Common Stock,62910794,United States,2018,Health Care,Major Pharmaceuticals
ardx,Ardelyx Inc. Common Stock,596840174,United States,2014,Health Care,Major Pharmaceuticals
are,Alexandria Real Estate Equities Inc. Common Stock,23721067230,United States,,Consumer Services,Real Estate Investment Trusts
arec,American Resources Corporation Class A Common Stock,68317465,United States,,Consumer Services,Other Consumer Services
ares,Ares Management Corporation Class A Common Stock,6860772567,,2014,Finance,Investment Managers
argo,Argo Group International Holdings Ltd.,1517454925,Bermuda,,Finance,Specialty Insurers
argx,argenx SE American Depositary Shares,14179187114,Netherlands,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ari,Apollo Commercial Real Estate Finance Inc,1577637111,United States,2009,Consumer Services,Real Estate Investment Trusts
arkr,Ark Restaurants Corp. Common Stock,65798319,United States,,Consumer Services,Restaurants
arl,American Realty Investors Inc. Common Stock,181886754,United States,,Finance,Real Estate
arlo,Arlo Technologies Inc. Common Stock,626764750,United States,2018,Consumer Non-Durables,Consumer Electronics/Appliances
arlp,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,564784931,United States,1999,Energy,Coal Mining
armk,Aramark Common Stock,9644173476,,2013,Consumer Services,Restaurants
armp,Armata Pharmaceuticals Inc. Common Stock,55170555,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
arna,Arena Pharmaceuticals Inc. Common Stock,4420465672,United States,2000,Health Care,Major Pharmaceuticals
arnc,Arconic Corporation Common Stock ,3206686417,,2020,,
aroc,Archrock Inc. Common Stock,1312155762,United States,,Public Utilities,Natural Gas Distribution
arow,Arrow Financial Corporation Common Stock,464433131,United States,,Finance,Major Banks
arpo,Aerpio Pharmaceuticals Inc. Common Stock,46876101,United States,,Health Care,Major Pharmaceuticals
arqt,Arcutis Biotherapeutics Inc. Common Stock,1266272610,United States,2020,Health Care,Major Pharmaceuticals
arr,ARMOUR Residential REIT Inc.,698438372,United States,,Consumer Services,Real Estate Investment Trusts
arry,Array Technologies Inc. Common Stock,5476001417,United States,2020,Consumer Durables,Miscellaneous manufacturing industries
artl,Artelo Biosciences Inc. Common Stock,10265301,United States,,Health Care,Major Pharmaceuticals
artna,Artesian Resources Corporation Class A Common Stock,343934147,United States,,Public Utilities,Water Supply
artw,Art's-Way Manufacturing Co. Inc. Common Stock,12453052,United States,,Capital Goods,Industrial Machinery/Components
arvn,Arvinas Inc. Common Stock,3936370662,United States,2018,Health Care,Major Pharmaceuticals
arw,Arrow Electronics Inc. Common Stock,7356589823,United States,,Technology,Electronic Components
arwr,Arrowhead Pharmaceuticals Inc. Common Stock,7981118404,United States,,Health Care,Major Pharmaceuticals
arya,ARYA Sciences Acquisition Corp III Class A Ordinary Shares,208173525,United States,2020,Finance,Business Services
asa,ASA  Gold and Precious Metals Limited,422811570,United States,,,
asan,Asana Inc. Class A Common Stock,4618835069,,2020,Technology,Computer Software: Prepackaged Software
asaq,Atlantic Street Acquisition Corp Class A Common Stock,325093750,United States,2020,Finance,Business Services
asb,Associated Banc-Corp Common Stock,2623315731,United States,,Finance,Major Banks
asc,Ardmore Shipping Corporation Common Stock,106179963,,2013,Transportation,Marine Transportation
asg,Liberty All-Star Growth Fund Inc.,343543274,United States,,,
asgn,ASGN Incorporated Common Stock,4401280000,United States,1992,Technology,Professional Services
ash,Ashland Global Holdings Inc. Common Stock,4768625724,United States,,Consumer Durables,Specialty Chemicals
asix,AdvanSix Inc. Common Stock ,551075128,United States,2016,Basic Industries,Major Chemicals
asle,AerSale Corporation Common Stock,299666000,United States,2019,,
asln,ASLAN Pharmaceuticals Limited American Depositary Shares,69903429,Singapore,2018,Health Care,Major Pharmaceuticals
asm,Avino Silver & Gold Mines Ltd. Common Shares (Canada),118230660,Canada,,Basic Industries,Precious Metals
asmb,Assembly Biosciences Inc. Common Stock,199289798,United States,,Health Care,Major Pharmaceuticals
asml,ASML Holding N.V. New York Registry Shares,2.05269E+11,Netherlands,1995,Technology,Industrial Machinery/Components
asnd,Ascendis Pharma A/S American Depositary Shares,8996225872,Denmark,2015,Health Care,Major Pharmaceuticals
aso,Academy Sports and Outdoors Inc. Common Stock,1862116973,United States,2020,Consumer Services,Other Specialty Stores
aspl,Aspirational Consumer Lifestyle Corp. Class A Ordinary Shares,302979412,Singapore,2020,Finance,Business Services
